minute,kwatt
3667,0.1453
3668,0.1449
3669,0.1449
3670,0.1447
3671,0.1446
3672,0.1447
3673,0.1441
3674,0.1444
3675,0.1447
3676,0.1447
3677,0.1448
3678,0.1449
3679,0.145
3680,0.1449
3681,0.1448
3682,0.1449
3683,0.1451
3684,0.145
3685,0.145
3686,0.145
3687,0.1455
3688,0.1451
3689,0.1449
3690,0.1451
3691,0.145
3692,0.1451
3693,0.1448
3694,0.1453
3695,0.1456
3696,0.1453
3697,0.1452
3698,0.1444
3699,0.1452
3700,0.1448
3701,0.1451
3702,0.1449
3703,0.1447
3704,0.1447
3705,0.1449
3706,0.1449
3707,0.1448
3708,0.1449
3709,0.1453
3710,0.1453
3711,0.1456
3712,0.1448
3713,0.1447
3714,0.1446
3715,0.1454
3716,0.145
3717,0.1449
3718,0.1455
3719,0.1447
3720,0.1449
3721,0.1446
3722,0.1452
3723,0.1451
3724,0.1611
3725,0.1708
3726,0.1702
3727,0.1704
3728,0.1695
3729,0.1694
3730,0.1693
3731,0.1691
3732,0.1435
3733,0.1423
3734,0.1443
3735,0.1443
3736,0.1445
3737,0.145
3738,0.1446
3739,0.1444
3740,0.1446
3741,0.2977
3742,0.2853
3743,0.2823
3744,0.2799
3745,0.2782
3746,0.2767
3747,0.2756
3748,0.2745
3749,0.2734
3750,0.2723
3751,0.2716
3752,0.2715
3753,0.2716
3754,0.2711
3755,0.2707
3756,0.2702
3757,0.2702
3758,0.2697
3759,0.2695
3760,0.2687
3761,0.2666
3762,0.2658
3763,0.2648
3764,0.2639
3765,0.2641
3766,0.2633
3767,0.2628
3768,0.2625
3769,0.262
3770,0.262
3771,0.2614
3772,0.2611
3773,0.2608
3774,0.2604
3775,0.1477
3776,0.1446
3777,0.1442
3778,0.1442
3779,0.1445
3780,0.1443
3781,0.1445
3782,0.1442
3783,0.1444
3784,0.1446
3785,0.1444
3786,0.1448
3787,0.1446
3788,0.1444
3789,0.1446
3790,0.1441
3791,0.1443
3792,0.1442
3793,0.1442
3794,0.1444
3795,0.1443
3796,0.1448
3797,0.1447
3798,0.1446
3799,0.1446
3800,0.1445
3801,0.1442
3802,0.1439
3803,0.1441
3804,0.1438
3805,0.1443
3806,0.1444
3807,0.1446
3808,0.1442
3809,0.1442
3810,0.1443
3811,0.1446
3812,0.1444
3813,0.1443
3814,0.144
3815,0.1445
3816,0.1449
3817,0.1441
3818,0.1443
3819,0.1442
3820,0.1439
3821,0.1445
3822,0.1444
3823,0.1442
3824,0.1445
3825,0.1442
3826,0.1443
3827,0.1445
3828,0.1449
3829,0.1443
3830,0.1442
3831,0.144
3832,0.1441
3833,0.144
3834,0.1437
3835,0.1435
3836,0.1438
3837,0.144
3838,0.1441
3839,0.1441
3840,0.1421
3841,0.1421
3842,0.1442
3843,0.1442
3844,0.144
3845,0.1447
3846,0.1441
3847,0.1446
3848,0.1445
3849,0.1448
3850,0.1494
3851,0.1489
3852,0.1481
3853,0.1477
3854,0.1475
3855,0.1476
3856,0.1477
3857,0.1477
3858,0.1479
3859,0.1477
3860,0.1472
3861,0.1466
3862,0.1469
3863,0.1466
3864,0.1468
3865,0.1469
3866,0.1468
3867,0.1463
3868,0.1466
3869,0.1466
3870,0.1467
3871,0.1464
3872,0.1464
3873,0.1463
3874,0.1458
3875,0.1459
3876,0.1457
3877,0.1452
3878,0.1454
3879,0.2365
3880,0.2901
3881,0.2842
3882,0.2807
3883,0.2788
3884,0.2784
3885,0.2773
3886,0.2764
3887,0.2756
3888,0.2749
3889,0.2743
3890,0.2742
3891,0.2729
3892,0.2728
3893,0.272
3894,0.2718
3895,0.2715
3896,0.2711
3897,0.2703
3898,0.27
3899,0.2678
3900,0.2664
3901,0.2654
3902,0.2649
3903,0.2645
3904,0.2634
3905,0.263
3906,0.2621
3907,0.2618
3908,0.2624
3909,0.2616
3910,0.2617
3911,0.2615
3912,0.2612
3913,0.2094
3914,0.1447
3915,0.1449
3916,0.1446
3917,0.1452
3918,0.1448
3919,0.1448
3920,0.1452
3921,0.1451
3922,0.1452
3923,0.1458
3924,0.1457
3925,0.1453
3926,0.1449
3927,0.1454
3928,0.1451
3929,0.1454
3930,0.1457
3931,0.1455
3932,0.1455
3933,0.1455
3934,0.1461
3935,0.1458
3936,0.1458
3937,0.1459
3938,0.1454
3939,0.1454
3940,0.1455
3941,0.1456
3942,0.1461
3943,0.1458
3944,0.1456
3945,0.1458
3946,0.1459
3947,0.1459
3948,0.1456
3949,0.1458
3950,0.1453
3951,0.1453
3952,0.1454
3953,0.1451
3954,0.1449
3955,0.145
3956,0.1451
3957,0.145
3958,0.1449
3959,0.1449
3960,0.1452
3961,0.1448
3962,0.1449
3963,0.1446
3964,0.1443
3965,0.144
3966,0.1449
3967,0.1443
3968,0.1445
3969,0.1447
3970,0.1447
3971,0.1445
3972,0.1444
3973,0.1443
3974,0.1446
3975,0.1446
3976,0.1447
3977,0.1447
3978,0.1448
3979,0.1449
3980,0.145
3981,0.1446
3982,0.1445
3983,0.1445
3984,0.1444
3985,0.1446
3986,0.1442
3987,0.1444
3988,0.1443
3989,0.1443
3990,0.1445
3991,0.1446
3992,0.1447
3993,0.1445
3994,0.1445
3995,0.1447
3996,0.1447
3997,0.1448
3998,0.1451
3999,0.1448
4000,0.145
4001,0.145
4002,0.145
4003,0.1446
4004,0.1452
4005,0.1453
4006,0.1457
4007,0.1454
4008,0.1463
4009,0.1456
4010,0.1459
4011,0.1459
4012,0.1459
4013,0.1458
4014,0.1782
4015,0.2937
4016,0.2861
4017,0.2829
4018,0.2808
4019,0.2789
4020,0.2773
4021,0.2761
4022,0.2762
4023,0.2752
4024,0.2746
4025,0.2734
4026,0.2731
4027,0.2724
4028,0.2722
4029,0.2714
4030,0.2707
4031,0.2703
4032,0.2701
4033,0.2693
4034,0.2673
4035,0.2655
4036,0.2652
4037,0.2645
4038,0.2639
4039,0.2637
4040,0.2632
4041,0.2624
4042,0.2623
4043,0.262
4044,0.2613
4045,0.2611
4046,0.2605
4047,0.2602
4048,0.2363
4049,0.1442
4050,0.1442
4051,0.1444
4052,0.1438
4053,0.1441
4054,0.145
4055,0.1441
4056,0.1443
4057,0.1438
4058,0.144
4059,0.144
4060,0.1445
4061,0.1442
4062,0.1438
4063,0.1436
4064,0.1444
4065,0.1441
4066,0.1437
4067,0.1433
4068,0.1439
4069,0.1436
4070,0.1437
4071,0.1436
4072,0.1435
4073,0.1429
4074,0.1444
4075,0.1442
4076,0.1444
4077,0.1444
4078,0.1445
4079,0.1443
4080,0.1451
4081,0.1446
4082,0.1452
4083,0.1447
4084,0.1448
4085,0.1448
4086,0.1446
4087,0.1538
4088,0.1537
4089,0.1519
4090,0.1515
4091,0.1449
4092,0.1445
4093,0.1442
4094,0.1445
4095,0.1444
4096,0.145
4097,0.1455
4098,0.1455
4099,0.1448
4100,0.1448
4101,0.1442
4102,0.1437
4103,0.1435
4104,0.1425
4105,0.1419
4106,0.1427
4107,0.1433
4108,0.1437
4109,0.1445
4110,0.1445
4111,0.1457
4112,0.1459
4113,0.1453
4114,0.1442
4115,0.1438
4116,0.1438
4117,0.1436
4118,0.1433
4119,0.1426
4120,0.1422
4121,0.1425
4122,0.1435
4123,0.1436
4124,0.1444
4125,0.1443
4126,0.1451
4127,0.1444
4128,0.1438
4129,0.1437
4130,0.1431
4131,0.1421
4132,0.1413
4133,0.1413
4134,0.1414
4135,0.1413
4136,0.1416
4137,0.141
4138,0.1416
4139,0.1414
4140,0.1409
4141,0.14
4142,0.1395
4143,0.1393
4144,0.1812
4145,0.4299
4146,0.476
4147,0.4789
4148,0.4733
4149,0.4646
4150,0.5014
4151,0.4955
4152,0.5268
4153,0.5951
4154,0.589
4155,0.588
4156,0.5847
4157,0.5781
4158,0.5713
4159,0.5684
4160,0.5646
4161,0.5628
4162,0.5614
4163,0.5578
4164,0.5554
4165,0.5604
4166,0.5663
4167,0.5664
4168,0.5601
4169,0.5488
4170,0.5319
4171,0.5329
4172,0.5413
4173,0.5457
4174,0.5451
4175,0.5389
4176,0.5346
4177,0.537
4178,0.5468
4179,0.5544
4180,0.5563
4181,0.554
4182,0.5469
4183,0.5344
4184,0.5176
4185,0.5019
4186,0.4857
4187,0.4808
4188,0.3927
4189,0.3959
4190,0.3947
4191,0.3979
4192,0.4109
4193,0.4162
4194,0.4188
4195,0.4185
4196,0.4183
4197,0.4173
4198,0.4161
4199,0.4071
4200,0.3962
4201,0.3925
4202,0.3949
4203,0.3944
4204,0.3965
4205,0.3959
4206,0.3953
4207,0.3929
4208,0.3871
4209,0.3904
4210,0.3903
4211,0.3894
4212,0.3906
4213,0.3847
4214,0.3792
4215,0.3793
4216,0.3826
4217,0.3891
4218,0.3835
4219,0.3852
4220,0.3866
4221,0.3905
4222,0.3879
4223,0.3887
4224,0.3912
4225,0.3901
4226,0.3883
4227,0.3902
4228,0.3893
4229,0.385
4230,0.3912
4231,0.3914
4232,0.3912
4233,0.3911
4234,0.3912
4235,0.3921
4236,0.3906
4237,0.3892
4238,0.3915
4239,0.3902
4240,0.3906
4241,0.3908
4242,0.3912
4243,0.3866
4244,0.3853
4245,0.3872
4246,0.3888
4247,0.3894
4248,0.3889
4249,0.3884
4250,0.3897
4251,0.391
4252,0.3914
4253,0.3871
4254,0.4583
4255,0.7594
4256,0.7804
4257,0.7908
4258,0.8146
4259,0.8093
4260,0.8398
4261,0.8354
4262,0.8363
4263,0.8302
4264,0.8247
4265,0.8268
4266,0.8314
4267,0.8387
4268,0.8467
4269,0.872
4270,0.8833
4271,0.8778
4272,0.8739
4273,0.8611
4274,0.7763
4275,0.4802
4276,0.3912
4277,0.7279
4278,0.8711
4279,0.8919
4280,0.9376
4281,0.9511
4282,0.9718
4283,0.9633
4284,0.9598
4285,0.9717
4286,0.9988
4287,1.0011
4288,1.0085
4289,0.9807
4290,0.9422
4291,0.9326
4292,0.938
4293,0.959
4294,0.9799
4295,0.9944
4296,0.994
4297,0.9867
4298,0.9644
4299,0.9581
4300,0.9629
4301,0.9588
4302,0.9679
4303,0.9475
4304,0.9809
4305,1.0028
4306,1.0234
4307,1.0457
4308,1.06
4309,1.0682
4310,1.064
4311,1.0757
4312,1.082
4313,1.096
4314,1.0897
4315,1.1053
4316,1.1273
4317,1.1563
4318,0.8095
4319,0.9159
4320,0.9385
4321,0.7935
4322,1.1511
4323,1.0698
4324,0.5649
4325,0.9262
4326,1.2509
4327,1.2117
4328,0.9401
4329,1.2603
4330,1.1596
4331,1.1621
4332,1.1562
4333,0.9492
4334,0.3917
4335,0.3919
4336,0.3924
4337,0.3918
4338,0.3922
4339,0.393
4340,0.3939
4341,0.6516
4342,0.7098
4343,1.276
4344,1.2732
4345,1.2186
4346,1.1163
4347,1.1397
4348,1.2985
4349,1.3641
4350,1.3242
4351,0.5455
4352,1.0783
4353,1.1966
4354,0.8261
4355,0.896
4356,0.393
4357,0.3912
4358,0.4077
4359,0.4385
4360,0.3916
4361,0.3915
4362,0.3918
4363,1.0413
4364,1.0032
4365,1.3482
4366,1.3214
4367,1.3004
4368,1.3152
4369,1.3329
4370,1.3647
4371,1.3689
4372,1.3438
4373,1.3256
4374,1.2998
4375,1.3171
4376,1.3004
4377,1.3171
4378,1.3348
4379,1.3686
4380,1.4151
4381,1.4439
4382,1.4243
4383,1.4237
4384,1.3959
4385,1.3774
4386,1.3665
4387,1.3803
4388,1.3689
4389,1.3702
4390,1.4182
4391,1.4053
4392,1.4109
4393,1.3796
4394,1.4045
4395,1.4254
4396,1.3514
4397,1.0994
4398,1.4213
4399,1.338
4400,0.4013
4401,0.5452
4402,0.7822
4403,0.3983
4404,1.2156
4405,1.1894
4406,0.7987
4407,1.3012
4408,1.2611
4409,1.0637
4410,0.3876
4411,0.3907
4412,0.3913
4413,0.3918
4414,0.391
4415,0.3975
4416,0.731
4417,1.3946
4418,1.3806
4419,1.4376
4420,1.4104
4421,1.3633
4422,1.1022
4423,1.23
4424,1.2947
4425,1.2482
4426,1.1698
4427,1.2609
4428,1.1809
4429,0.5919
4430,1.1128
4431,0.908
4432,1.2262
4433,1.2173
4434,1.1705
4435,1.2446
4436,1.2385
4437,1.2534
4438,1.2314
4439,1.2296
4440,1.2189
4441,1.2149
4442,1.2128
4443,1.2322
4444,1.2345
4445,1.234
4446,1.2271
4447,1.2206
4448,1.2238
4449,1.2746
4450,1.2644
4451,1.1906
4452,1.1561
4453,1.1288
4454,1.1232
4455,1.0956
4456,1.118
4457,1.2471
4458,1.3062
4459,1.3001
4460,1.2846
4461,1.2655
4462,1.2666
4463,1.2272
4464,1.2208
4465,1.2313
4466,1.2339
4467,1.2179
4468,1.2291
4469,1.2168
4470,1.156
4471,1.1113
4472,1.109
4473,0.6859
4474,0.4688
4475,1.023
4476,1.1498
4477,1.2093
4478,1.0685
4479,0.7366
4480,0.3911
4481,0.7554
4482,1.201
4483,1.1903
4484,1.1862
4485,1.1771
4486,1.1418
4487,1.155
4488,1.1626
4489,1.1517
4490,1.1158
4491,1.067
4492,1.0749
4493,0.727
4494,1.0485
4495,1.1915
4496,1.1447
4497,1.1438
4498,1.0966
4499,1.1305
4500,1.124
4501,1.0906
4502,1.0584
4503,1.0203
4504,0.7341
4505,0.4169
4506,0.5614
4507,0.7876
4508,0.8205
4509,0.979
4510,0.752
4511,0.5587
4512,0.391
4513,0.3919
4514,0.3905
4515,0.3879
4516,0.3911
4517,0.7366
4518,1.0576
4519,0.9829
4520,1.0116
4521,1.0536
4522,1.0763
4523,1.057
4524,1.0046
4525,0.8412
4526,0.393
4527,0.7401
4528,1.0837
4529,1.0603
4530,1.0492
4531,1.0111
4532,0.9736
4533,0.9386
4534,0.8772
4535,0.8683
4536,0.8558
4537,0.5128
4538,0.4939
4539,0.8566
4540,0.8054
4541,0.7288
4542,0.7487
4543,0.4129
4544,0.3909
4545,0.4502
4546,0.6749
4547,0.9211
4548,0.9214
4549,0.9124
4550,0.857
4551,0.5193
4552,0.5672
4553,0.6627
4554,0.7603
4555,0.403
4556,0.3396
4557,0.5876
4558,0.4667
4559,0.3253
4560,0.3487
4561,0.3606
4562,0.6749
4563,0.4993
4564,0.3958
4565,0.4062
4566,0.3933
4567,0.5144
4568,0.6388
4569,0.3976
4570,0.4147
4571,0.4278
4572,0.4056
4573,0.3792
4574,0.691
4575,0.6736
4576,0.413
4577,0.4016
4578,0.5072
4579,0.5592
4580,0.5485
4581,0.6373
4582,0.6009
4583,0.6088
4584,0.6013
4585,0.5939
4586,0.6034
4587,0.6351
4588,0.6179
4589,0.605
4590,0.5948
4591,0.5739
4592,0.5457
4593,0.5573
4594,0.5451
4595,0.5203
4596,0.531
4597,0.5506
4598,0.5508
4599,0.5166
4600,0.4926
4601,0.4039
4602,0.3869
4603,0.3821
4604,0.3862
4605,0.4308
4606,0.4692
4607,0.4685
4608,0.4658
4609,0.4281
4610,0.4446
4611,0.4375
4612,0.4354
4613,0.4265
4614,0.4256
4615,0.423
4616,0.4303
4617,0.4276
4618,0.4273
4619,0.4121
4620,0.3919
4621,0.3852
4622,0.3833
4623,0.3933
4624,0.387
4625,0.391
4626,0.3836
4627,0.3763
4628,0.3735
4629,0.3735
4630,0.3811
4631,0.3924
4632,0.3907
4633,0.383
4634,0.3913
4635,0.3928
4636,0.3875
4637,0.3879
4638,0.3959
4639,0.4102
4640,0.4171
4641,0.4048
4642,0.395
4643,0.3932
4644,0.3827
4645,0.3943
4646,0.3815
4647,0.368
4648,0.3904
4649,0.3863
4650,0.3801
4651,0.3832
4652,0.3895
4653,0.3881
4654,0.3816
4655,0.3756
4656,0.3836
4657,0.3817
4658,0.3776
4659,0.3702
4660,0.3888
4661,0.3941
4662,0.3949
4663,0.3942
4664,0.3973
4665,0.3839
4666,0.3865
4667,0.3864
4668,0.3836
4669,0.391
4670,0.3821
4671,0.4062
4672,0.4072
4673,0.4078
4674,0.408
4675,0.4098
4676,0.4079
4677,0.3971
4678,0.4056
4679,0.3796
4680,0.4085
4681,0.4564
4682,0.5233
4683,0.5153
4684,0.4993
4685,0.474
4686,0.4706
4687,0.4637
4688,0.4677
4689,0.458
4690,0.4569
4691,0.4687
4692,0.4709
4693,0.4836
4694,0.4789
4695,0.4797
4696,0.4972
4697,0.4662
4698,0.4991
4699,0.5189
4700,0.5246
4701,0.545
4702,0.5572
4703,0.5724
4704,0.5728
4705,0.5668
4706,0.569
4707,0.5701
4708,0.5907
4709,0.5944
4710,0.5972
4711,0.6032
4712,0.6074
4713,0.6076
4714,0.6077
4715,0.6021
4716,0.5521
4717,0.4849
4718,0.4843
4719,0.4771
4720,0.4858
4721,0.4879
4722,0.4916
4723,0.4915
4724,0.491
4725,0.4903
4726,0.487
4727,0.4847
4728,0.4861
4729,0.4841
4730,0.4879
4731,0.4858
4732,0.4652
4733,0.4825
4734,0.4823
4735,0.4894
4736,0.4884
4737,0.4874
4738,0.4851
4739,0.4715
4740,0.4781
4741,0.4788
4742,0.4832
4743,0.4865
4744,0.4859
4745,0.4857
4746,0.4836
4747,0.4596
4748,0.4765
4749,0.4842
4750,0.4702
4751,0.4814
4752,0.4825
4753,0.4489
4754,0.4529
4755,0.4775
4756,0.447
4757,0.4834
4758,0.4852
4759,0.4814
4760,0.4651
4761,0.4536
4762,0.4745
4763,0.4822
4764,0.4814
4765,0.4792
4766,0.4665
4767,0.4855
4768,0.4856
4769,0.486
4770,0.4816
4771,0.4802
4772,0.4796
4773,0.4685
4774,0.475
4775,0.4699
4776,0.4644
4777,0.4707
4778,0.4816
4779,0.4872
4780,0.4866
4781,0.4841
4782,0.484
4783,0.4861
4784,0.474
4785,0.4731
4786,0.4868
4787,0.486
4788,0.4838
4789,0.4788
4790,0.4755
4791,0.4819
4792,0.4783
4793,0.4771
4794,0.48
4795,0.489
4796,0.4873
4797,0.4826
4798,0.474
4799,0.4667
4800,0.4729
4801,0.4831
4802,0.478
4803,0.4814
4804,0.4823
4805,0.4759
4806,0.4771
4807,0.4616
4808,0.4851
4809,0.517
4810,0.521
4811,0.493
4812,0.4826
4813,0.5515
4814,0.6264
4815,0.6067
4816,0.5953
4817,0.611
4818,0.6203
4819,0.6209
4820,0.6173
4821,0.6037
4822,0.614
4823,0.6069
4824,0.6152
4825,0.6139
4826,0.6
4827,0.6114
4828,0.5989
4829,0.5992
4830,0.6097
4831,0.6125
4832,0.6082
4833,0.6042
4834,0.5931
4835,0.5975
4836,0.5819
4837,0.5722
4838,0.5994
4839,0.5986
4840,0.6007
4841,0.6048
4842,0.5981
4843,0.6046
4844,0.6028
4845,0.6026
4846,0.6012
4847,0.5955
4848,0.5208
4849,0.4709
4850,0.479
4851,0.4472
4852,0.4858
4853,0.4866
4854,0.4853
4855,0.4839
4856,0.4694
4857,0.4659
4858,0.48
4859,0.4779
4860,0.4717
4861,0.4862
4862,0.4805
4863,0.4764
4864,0.477
4865,0.4764
4866,0.4709
4867,0.4848
4868,0.4853
4869,0.4841
4870,0.4519
4871,0.4685
4872,0.4751
4873,0.4713
4874,0.4696
4875,0.4667
4876,0.4576
4877,0.472
4878,0.487
4879,0.4861
4880,0.4641
4881,0.4809
4882,0.4793
4883,0.4779
4884,0.4563
4885,0.4852
4886,0.3982
4887,0.1476
4888,0.1478
4889,0.1477
4890,0.1474
4891,0.1477
4892,0.1476
4893,0.1478
4894,0.1482
4895,0.1481
4896,0.1485
4897,0.1482
4898,0.1479
4899,0.1482
4900,0.1477
4901,0.148
4902,0.1483
4903,0.1479
4904,0.1467
4905,0.1448
4906,0.1454
4907,0.145
4908,0.1452
4909,0.145
4910,0.145
4911,0.1462
4912,0.1462
4913,0.1452
4914,0.1449
4915,0.1447
4916,0.1448
4917,0.1446
4918,0.1447
4919,0.1443
4920,0.1445
4921,0.1449
4922,0.1448
4923,0.1453
4924,0.1445
4925,0.145
4926,0.1458
4927,0.1453
4928,0.145
4929,0.1449
4930,0.1452
4931,0.1444
4932,0.1451
4933,0.1453
4934,0.1454
4935,0.1456
4936,0.1454
4937,0.1458
4938,0.1452
4939,0.1452
4940,0.1454
4941,0.1453
4942,0.1455
4943,0.1458
4944,0.1453
4945,0.1457
4946,0.1455
4947,0.1455
4948,0.1455
4949,0.2581
4950,0.2884
4951,0.284
4952,0.2811
4953,0.279
4954,0.2779
4955,0.2768
4956,0.2762
4957,0.2754
4958,0.2747
4959,0.2739
4960,0.2734
4961,0.2729
4962,0.2727
4963,0.2721
4964,0.2714
4965,0.2721
4966,0.2704
4967,0.2685
4968,0.2671
4969,0.2668
4970,0.2663
4971,0.2659
4972,0.265
4973,0.2652
4974,0.2652
4975,0.2649
4976,0.2645
4977,0.2632
4978,0.2632
4979,0.2628
4980,0.2627
4981,0.2623
4982,0.2614
4983,0.1451
4984,0.1449
4985,0.1446
4986,0.1449
4987,0.145
4988,0.1443
4989,0.145
4990,0.1444
4991,0.1444
4992,0.1441
4993,0.1446
4994,0.1445
4995,0.1446
4996,0.1444
4997,0.1445
4998,0.1447
4999,0.1446
5000,0.1445
5001,0.1442
5002,0.1449
5003,0.1445
5004,0.1446
5005,0.1446
5006,0.1443
5007,0.1446
5008,0.1446
5009,0.1445
5010,0.1446
5011,0.1447
5012,0.1449
5013,0.1448
5014,0.1451
5015,0.1444
5016,0.1446
5017,0.1447
5018,0.1445
5019,0.1446
5020,0.1444
5021,0.1443
5022,0.1445
5023,0.1446
5024,0.1446
5025,0.1438
5026,0.144
5027,0.1442
5028,0.1444
5029,0.1447
5030,0.1446
5031,0.1448
5032,0.1448
5033,0.1445
5034,0.1446
5035,0.1447
5036,0.1453
5037,0.1447
5038,0.1447
5039,0.1444
5040,0.1448
5041,0.1449
5042,0.1434
5043,0.1442
5044,0.1446
5045,0.1443
5046,0.1448
5047,0.1447
5048,0.1447
5049,0.1447
5050,0.1445
5051,0.1445
5052,0.1445
5053,0.1442
5054,0.1451
5055,0.1443
5056,0.1446
5057,0.1446
5058,0.1447
5059,0.1449
5060,0.1451
5061,0.1448
5062,0.1446
5063,0.1447
5064,0.1444
5065,0.1444
5066,0.1444
5067,0.145
5068,0.1451
5069,0.145
5070,0.1446
5071,0.1452
5072,0.145
5073,0.1452
5074,0.1453
5075,0.1451
5076,0.1452
5077,0.1451
5078,0.1453
5079,0.1452
5080,0.1447
5081,0.1443
5082,0.1445
5083,0.1451
5084,0.1448
5085,0.3034
5086,0.2853
5087,0.2827
5088,0.2797
5089,0.2778
5090,0.2765
5091,0.2757
5092,0.2747
5093,0.2741
5094,0.2739
5095,0.2727
5096,0.2718
5097,0.2714
5098,0.2709
5099,0.2705
5100,0.2701
5101,0.2683
5102,0.267
5103,0.2657
5104,0.2656
5105,0.2653
5106,0.2649
5107,0.2643
5108,0.2637
5109,0.2633
5110,0.2635
5111,0.2626
5112,0.2622
5113,0.2619
5114,0.2619
5115,0.2616
5116,0.2611
5117,0.2601
5118,0.2176
5119,0.1454
5120,0.1454
5121,0.1455
5122,0.1448
5123,0.1449
5124,0.1447
5125,0.1445
5126,0.145
5127,0.1455
5128,0.1453
5129,0.1457
5130,0.1451
5131,0.1456
5132,0.1451
5133,0.1455
5134,0.1462
5135,0.1451
5136,0.1451
5137,0.145
5138,0.1453
5139,0.1449
5140,0.1451
5141,0.1455
5142,0.1455
5143,0.1455
5144,0.1458
5145,0.1455
5146,0.1454
5147,0.1457
5148,0.1454
5149,0.1451
5150,0.145
5151,0.1449
5152,0.1447
5153,0.1448
5154,0.1448
5155,0.145
5156,0.1452
5157,0.1453
5158,0.1449
5159,0.1447
5160,0.1455
5161,0.145
5162,0.145
5163,0.145
5164,0.1454
5165,0.1455
5166,0.1457
5167,0.1456
5168,0.1456
5169,0.1454
5170,0.1452
5171,0.1452
5172,0.1457
5173,0.1455
5174,0.146
5175,0.1457
5176,0.1454
5177,0.1454
5178,0.1453
5179,0.1454
5180,0.1453
5181,0.1452
5182,0.1456
5183,0.1455
5184,0.1456
5185,0.1455
5186,0.145
5187,0.1454
5188,0.1453
5189,0.1453
5190,0.1452
5191,0.1455
5192,0.1459
5193,0.1533
5194,0.1531
5195,0.1525
5196,0.1519
5197,0.1513
5198,0.151
5199,0.1502
5200,0.1508
5201,0.1492
5202,0.1495
5203,0.1487
5204,0.1495
5205,0.1484
5206,0.1482
5207,0.1479
5208,0.1478
5209,0.1486
5210,0.1483
5211,0.1481
5212,0.1486
5213,0.1481
5214,0.148
5215,0.1486
5216,0.1484
5217,0.1482
5218,0.1484
5219,0.1485
5220,0.2695
5221,0.2899
5222,0.2854
5223,0.2833
5224,0.2817
5225,0.28
5226,0.2788
5227,0.278
5228,0.2769
5229,0.2767
5230,0.2765
5231,0.2756
5232,0.2744
5233,0.272
5234,0.2719
5235,0.2713
5236,0.2694
5237,0.2679
5238,0.2668
5239,0.2661
5240,0.2658
5241,0.2652
5242,0.2646
5243,0.265
5244,0.2643
5245,0.2644
5246,0.263
5247,0.2627
5248,0.2618
5249,0.2615
5250,0.2619
5251,0.2618
5252,0.2288
5253,0.1459
5254,0.1457
5255,0.1454
5256,0.1449
5257,0.1447
5258,0.1446
5259,0.1442
5260,0.1444
5261,0.1442
5262,0.1445
5263,0.1433
5264,0.142
5265,0.1446
5266,0.1449
5267,0.1447
5268,0.1447
5269,0.1452
5270,0.1446
5271,0.145
5272,0.1451
5273,0.1455
5274,0.145
5275,0.1449
5276,0.1444
5277,0.1453
5278,0.1452
5279,0.1452
5280,0.1441
5281,0.1424
5282,0.1443
5283,0.1451
5284,0.1448
5285,0.1445
5286,0.1445
5287,0.1447
5288,0.1446
5289,0.1444
5290,0.1444
5291,0.1446
5292,0.1446
5293,0.144
5294,0.1445
5295,0.1443
5296,0.1443
5297,0.1443
5298,0.1444
5299,0.1442
5300,0.1441
5301,0.1437
5302,0.1439
5303,0.1443
5304,0.1442
5305,0.1445
5306,0.144
5307,0.1438
5308,0.1441
5309,0.1439
5310,0.1443
5311,0.1438
5312,0.1437
5313,0.1441
5314,0.1439
5315,0.1441
5316,0.1442
5317,0.1441
5318,0.1444
5319,0.1441
5320,0.1439
5321,0.1442
5322,0.1442
5323,0.1443
5324,0.1444
5325,0.1446
5326,0.1439
5327,0.1439
5328,0.1444
5329,0.1443
5330,0.1447
5331,0.145
5332,0.1444
5333,0.1446
5334,0.145
5335,0.1449
5336,0.1445
5337,0.1443
5338,0.1444
5339,0.1445
5340,0.1448
5341,0.1447
5342,0.1448
5343,0.1448
5344,0.1444
5345,0.1447
5346,0.145
5347,0.1452
5348,0.1446
5349,0.1449
5350,0.1444
5351,0.1447
5352,0.1449
5353,0.1444
5354,0.1449
5355,0.1446
5356,0.1445
5357,0.1447
5358,0.144
5359,0.1442
5360,0.1441
5361,0.1442
5362,0.2334
5363,0.2887
5364,0.2825
5365,0.2793
5366,0.2773
5367,0.2754
5368,0.2739
5369,0.2732
5370,0.2727
5371,0.2721
5372,0.2717
5373,0.272
5374,0.2713
5375,0.2715
5376,0.2715
5377,0.269
5378,0.2673
5379,0.2658
5380,0.2651
5381,0.2646
5382,0.2633
5383,0.2628
5384,0.2622
5385,0.2619
5386,0.2626
5387,0.2613
5388,0.261
5389,0.261
5390,0.2607
5391,0.2602
5392,0.2599
5393,0.2599
5394,0.2332
5395,0.1451
5396,0.1451
5397,0.1455
5398,0.1457
5399,0.1454
5400,0.1452
5401,0.145
5402,0.1456
5403,0.145
5404,0.1449
5405,0.1451
5406,0.1454
5407,0.1451
5408,0.1451
5409,0.1451
5410,0.1448
5411,0.145
5412,0.1447
5413,0.1447
5414,0.1449
5415,0.1449
5416,0.1454
5417,0.1454
5418,0.1452
5419,0.1457
5420,0.1453
5421,0.1454
5422,0.1452
5423,0.1456
5424,0.1454
5425,0.1457
5426,0.145
5427,0.1455
5428,0.146
5429,0.1461
5430,0.1464
5431,0.146
5432,0.1461
5433,0.1459
5434,0.1459
5435,0.1458
