minute,kwatt
1895,0.1833
1896,0.1847
1897,0.1841
1898,0.1844
1899,0.1837
1900,0.1834
1901,0.1827
1902,0.1826
1903,0.1828
1904,0.1824
1905,0.1826
1906,0.1827
1907,0.1826
1908,0.1824
1909,0.1827
1910,0.1826
1911,0.1812
1912,0.1822
1913,0.1826
1914,0.1825
1915,0.1821
1916,0.1829
1917,0.1826
1918,0.1826
1919,0.1826
1920,0.2017
1921,0.2105
1922,0.2022
1923,0.1886
1924,0.2133
1925,0.2132
1926,0.2129
1927,0.213
1928,0.2109
1929,0.21
1930,0.2115
1931,0.2111
1932,0.2176
1933,0.2113
1934,0.2115
1935,0.211
1936,0.2111
1937,0.2114
1938,0.2108
1939,0.2106
1940,0.2105
1941,0.2098
1942,0.21
1943,0.2096
1944,0.2099
1945,0.2097
1946,0.2099
1947,0.2095
1948,0.2102
1949,0.3708
1950,0.3581
1951,0.3541
1952,0.3519
1953,0.3497
1954,0.3488
1955,0.3481
1956,0.3469
1957,0.3464
1958,0.3451
1959,0.346
1960,0.3446
1961,0.3439
1962,0.3441
1963,0.3446
1964,0.3432
1965,0.3437
1966,0.3432
1967,0.3421
1968,0.3418
1969,0.3414
1970,0.3414
1971,0.3408
1972,0.3406
1973,0.3391
1974,0.3367
1975,0.3355
1976,0.3342
1977,0.3347
1978,0.3342
1979,0.3333
1980,0.3325
1981,0.3321
1982,0.3326
1983,0.3324
1984,0.3313
1985,0.3305
1986,0.2657
1987,0.2065
1988,0.2064
1989,0.228
1990,0.248
1991,0.2463
1992,0.2463
1993,0.2461
1994,0.2453
1995,0.2434
1996,0.2417
1997,0.2437
1998,0.2426
1999,0.2436
2000,0.2451
2001,0.2434
2002,0.2425
2003,0.2416
2004,0.24
2005,0.2407
2006,0.2405
2007,0.2408
2008,0.2426
2009,0.2408
2010,0.2407
2011,0.241
2012,0.241
2013,0.2474
2014,0.2411
2015,0.2415
2016,0.2415
2017,0.2371
2018,0.2312
2019,0.2405
2020,0.2021
2021,0.2023
2022,0.2022
2023,0.2061
2024,0.2066
2025,0.2069
2026,0.2065
2027,0.2058
2028,0.2033
2029,0.2019
2030,0.2014
2031,0.1999
2032,0.1997
2033,0.198
2034,0.1976
2035,0.1973
2036,0.1958
2037,0.1987
2038,0.195
2039,0.1943
2040,0.1942
2041,0.194
2042,0.1941
2043,0.1941
2044,0.1923
2045,0.1929
2046,0.1922
2047,0.2067
2048,1.3955
2049,1.5625
2050,0.3782
2051,0.2779
2052,0.3563
2053,0.3497
2054,0.3466
2055,0.3447
2056,0.3433
2057,0.3422
2058,0.341
2059,0.3396
2060,0.338
2061,0.338
2062,0.3367
2063,0.3357
2064,0.3346
2065,0.3344
2066,0.3331
2067,0.3342
2068,0.3324
2069,0.3316
2070,0.3537
2071,0.3611
2072,0.3577
2073,0.3334
2074,0.328
2075,0.3289
2076,0.3273
2077,0.3262
2078,0.3255
2079,0.3196
2080,0.3175
2081,0.3171
2082,0.3207
2083,0.2109
2084,0.1927
2085,0.193
2086,0.1932
2087,0.1933
2088,0.1925
2089,0.1914
2090,0.1832
2091,0.169
2092,0.1742
2093,0.2076
2094,0.226
2095,0.2836
2096,0.2433
2097,0.2395
2098,0.2441
2099,0.2383
2100,0.2364
2101,0.2361
2102,0.2339
2103,0.2326
2104,0.2302
2105,0.2293
2106,0.2291
2107,0.228
2108,0.2254
2109,0.2227
2110,0.222
2111,0.2193
2112,0.217
2113,0.2159
2114,0.2147
2115,0.2146
2116,0.2136
2117,0.2131
2118,0.2131
2119,0.2124
2120,0.2119
2121,0.211
2122,0.2107
2123,0.2115
2124,0.2106
2125,0.2097
2126,0.201
2127,0.2003
2128,0.2003
2129,0.1994
2130,0.1981
2131,0.1889
2132,0.1843
2133,0.1841
2134,0.1841
2135,0.1843
2136,0.1837
2137,0.1836
2138,0.1834
2139,0.1832
2140,0.1803
2141,0.1821
2142,0.1814
2143,0.1818
2144,0.1808
2145,0.1811
2146,0.1822
2147,0.1831
2148,0.1826
2149,0.1816
2150,0.1818
2151,0.1847
2152,0.1818
2153,0.1811
2154,0.1813
2155,0.1815
2156,0.1815
2157,0.1815
2158,0.1819
2159,0.1815
2160,0.1818
2161,0.1808
2162,0.1813
2163,0.1809
2164,0.1812
2165,0.1801
2166,0.1835
2167,0.185
2168,0.1803
2169,0.1801
2170,0.1804
2171,0.1804
2172,0.1799
2173,0.1792
2174,0.1794
2175,0.1792
2176,0.179
2177,0.1782
2178,0.1783
2179,0.1788
2180,0.1792
2181,0.1789
2182,0.1782
2183,0.1777
2184,0.1782
2185,0.1783
2186,0.178
2187,0.2035
2188,0.334
2189,0.3257
2190,0.3231
2191,0.3214
2192,0.32
2193,0.319
2194,0.3179
2195,0.3164
2196,0.3159
2197,0.3148
2198,0.3144
2199,0.3137
2200,0.3137
2201,0.3124
2202,0.3121
2203,0.3118
2204,0.3115
2205,0.3111
2206,0.3127
2207,0.3069
2208,0.3067
2209,0.3062
2210,0.3066
2211,0.3038
2212,0.3026
2213,0.3013
2214,0.3
2215,0.2996
2216,0.2991
2217,0.2979
2218,0.2977
2219,0.2976
2220,0.2974
2221,0.2969
2222,0.2967
2223,0.1931
2224,0.1724
2225,0.1726
2226,0.1725
2227,0.1721
2228,0.1722
2229,0.1725
2230,0.1726
2231,0.1723
2232,0.1726
2233,0.1726
2234,0.1731
2235,0.1731
2236,0.1727
2237,0.1735
2238,0.1734
2239,0.1723
2240,0.173
2241,0.1726
2242,0.1729
2243,0.1717
2244,0.1718
2245,0.1717
2246,0.1716
2247,0.1709
2248,0.1707
2249,0.1692
2250,0.1695
2251,0.1691
2252,0.1691
2253,0.1688
2254,0.1689
2255,0.1688
2256,0.1691
2257,0.169
2258,0.1688
2259,0.1688
2260,0.1684
2261,0.1688
2262,0.1688
2263,0.1687
2264,0.1687
2265,0.1686
2266,0.1689
2267,0.1688
2268,0.1688
2269,0.1684
2270,0.1687
2271,0.1674
2272,0.1686
2273,0.1685
2274,0.1682
2275,0.1687
2276,0.1686
2277,0.1686
2278,0.1682
2279,0.1687
2280,0.1686
2281,0.1686
2282,0.1684
2283,0.1683
2284,0.1684
2285,0.1686
2286,0.168
2287,0.1684
2288,0.1685
2289,0.168
2290,0.1675
2291,0.1681
2292,0.1679
2293,0.1679
2294,0.1676
2295,0.1677
2296,0.1675
2297,0.1676
2298,0.1675
2299,0.1672
2300,0.1701
2301,0.1678
2302,0.1678
2303,0.1681
2304,0.1679
2305,0.1682
2306,0.1729
2307,0.1727
2308,0.1723
2309,0.172
2310,0.1718
2311,0.1716
2312,0.1719
2313,0.1716
2314,0.1717
2315,0.1717
2316,0.1718
2317,0.1712
2318,0.1713
2319,0.1707
2320,0.2542
2321,0.3213
2322,0.3161
2323,0.3136
2324,0.3121
2325,0.3105
2326,0.3096
2327,0.3074
2328,0.3081
2329,0.3068
2330,0.3066
2331,0.306
2332,0.305
2333,0.3042
2334,0.3035
2335,0.3031
2336,0.3033
2337,0.3029
2338,0.3031
2339,0.3017
2340,0.3019
2341,0.3008
2342,0.3004
2343,0.2985
2344,0.2968
2345,0.2958
2346,0.2951
2347,0.2949
2348,0.2944
2349,0.294
2350,0.2937
2351,0.2932
2352,0.2929
2353,0.2925
2354,0.2924
2355,0.2923
2356,0.2434
2357,0.169
2358,0.1682
2359,0.1684
2360,0.1681
2361,0.1684
2362,0.1683
2363,0.1678
2364,0.1679
2365,0.1675
2366,0.1677
2367,0.1677
2368,0.1675
2369,0.1675
2370,0.1679
2371,0.1676
2372,0.168
2373,0.1675
2374,0.1673
2375,0.167
2376,0.1673
2377,0.1673
2378,0.1671
2379,0.1668
2380,0.1665
2381,0.1664
2382,0.1664
2383,0.1664
2384,0.1662
2385,0.166
2386,0.1666
2387,0.1659
2388,0.1661
2389,0.1657
2390,0.1652
2391,0.1649
2392,0.1647
2393,0.1647
2394,0.1643
2395,0.1642
2396,0.1638
2397,0.1636
2398,0.164
2399,0.1634
2400,0.1604
2401,0.1613
2402,0.1635
2403,0.1643
2404,0.1633
2405,0.1634
2406,0.1633
2407,0.163
2408,0.1631
2409,0.1622
2410,0.1623
2411,0.1624
2412,0.1622
2413,0.1623
2414,0.162
2415,0.1618
2416,0.1618
2417,0.1621
2418,0.1615
2419,0.1617
2420,0.163
2421,0.1638
2422,0.1639
2423,0.1621
2424,0.161
2425,0.161
2426,0.1605
2427,0.1595
2428,0.1591
2429,0.1587
2430,0.1589
2431,0.1592
2432,0.1589
2433,0.1589
2434,0.159
2435,0.1587
2436,0.1592
2437,0.159
2438,0.1592
2439,0.1584
2440,0.1585
2441,0.1586
2442,0.157
2443,0.158
2444,0.1581
2445,0.1586
2446,0.1583
2447,0.1585
2448,0.1581
2449,0.1581
2450,0.1586
2451,0.1588
2452,0.1587
2453,0.1971
2454,0.313
2455,0.3054
2456,0.303
2457,0.3005
2458,0.2992
2459,0.2982
2460,0.2971
2461,0.2971
2462,0.296
2463,0.2952
2464,0.2952
2465,0.2947
2466,0.294
2467,0.2942
2468,0.2933
2469,0.293
2470,0.2926
2471,0.2921
2472,0.2921
2473,0.2913
2474,0.2915
2475,0.2893
2476,0.288
2477,0.2866
2478,0.2859
2479,0.2853
2480,0.285
2481,0.2846
2482,0.2842
2483,0.2832
2484,0.2835
2485,0.2834
2486,0.2833
2487,0.282
2488,0.1952
2489,0.1584
2490,0.1581
2491,0.158
2492,0.1583
2493,0.158
2494,0.1584
2495,0.1585
2496,0.1586
2497,0.1581
2498,0.1584
2499,0.1586
2500,0.1585
2501,0.1583
2502,0.1582
2503,0.1578
2504,0.16
2505,0.1604
2506,0.1605
2507,0.1603
2508,0.1592
2509,0.1583
2510,0.1579
2511,0.1582
2512,0.1582
2513,0.1575
2514,0.1584
2515,0.1599
2516,0.1578
2517,0.1581
2518,0.1581
2519,0.1589
2520,0.1578
2521,0.1578
2522,0.1579
2523,0.1577
2524,0.1582
2525,0.1582
2526,0.1582
2527,0.1579
2528,0.1577
2529,0.1582
2530,0.1579
2531,0.1579
2532,0.1582
2533,0.1583
2534,0.1591
2535,0.1681
2536,0.1841
2537,0.1832
2538,0.1833
2539,0.1829
2540,0.1826
2541,0.183
2542,0.183
2543,0.1824
2544,0.1819
2545,0.1823
2546,0.1834
2547,0.1805
2548,0.1818
2549,0.182
2550,0.181
2551,0.1815
2552,0.1817
2553,0.1814
2554,0.1815
2555,0.1814
2556,0.1818
2557,0.1793
2558,0.1794
2559,0.1815
2560,0.1815
2561,0.1825
2562,0.1822
2563,0.1817
2564,0.1814
2565,0.1817
2566,0.1841
2567,0.1983
2568,0.1984
2569,0.2
2570,0.3896
2571,0.5354
2572,0.537
2573,0.5484
2574,0.6099
2575,0.5694
2576,0.5687
2577,0.5673
2578,0.5664
2579,0.5659
2580,0.5884
2581,0.7195
2582,1.2277
2583,2.3404
2584,0.7046
2585,0.6884
2586,0.6806
2587,0.6879
2588,0.7489
2589,0.7617
2590,0.7667
2591,0.7646
2592,0.7203
2593,0.6877
2594,0.6927
2595,0.6925
2596,0.6928
2597,0.6922
2598,0.6919
2599,0.6934
2600,0.7026
2601,0.7038
2602,0.7095
2603,0.7164
2604,0.7142
2605,0.715
2606,0.715
2607,0.6959
2608,0.6979
2609,0.7071
2610,0.713
2611,0.7206
2612,0.7193
2613,0.7002
2614,0.7038
2615,0.6569
2616,0.5416
2617,0.5413
2618,0.5417
2619,0.5412
2620,0.5409
2621,0.5411
2622,0.5407
2623,0.5403
2624,0.3788
2625,0.1491
2626,0.148
2627,0.1483
2628,0.1483
2629,0.1483
2630,0.1479
2631,0.1475
2632,0.1476
2633,0.1473
2634,0.1472
2635,0.1466
2636,0.1457
2637,0.1456
2638,0.1448
2639,0.144
2640,0.1418
2641,0.143
2642,0.1418
2643,0.1416
2644,0.1406
2645,0.1406
2646,0.1406
2647,0.1402
2648,0.1404
2649,0.1409
2650,0.1454
2651,0.1482
2652,0.1486
2653,0.1405
2654,0.1333
2655,0.1272
2656,0.1275
2657,0.1532
2658,0.1425
2659,0.1374
2660,0.1288
2661,0.1235
2662,0.12
2663,0.1115
2664,0.1088
2665,0.106
2666,0.1047
2667,0.1035
2668,0.1016
2669,0.1
2670,0.098
2671,0.0972
2672,0.0958
2673,0.0946
2674,0.0968
2675,0.103
2676,0.1161
2677,0.1477
2678,0.112
2679,0.0987
2680,0.0936
2681,0.0863
2682,0.0818
2683,0.0815
2684,0.0797
2685,0.079
2686,0.0795
2687,0.0803
2688,0.0777
2689,0.0742
2690,0.0736
2691,0.0729
2692,0.0712
2693,0.0707
2694,0.0705
2695,0.0682
2696,0.0708
2697,0.0775
2698,0.0649
2699,0.0709
2700,0.0625
2701,0.0571
2702,0.0581
2703,0.058
2704,0.0586
2705,0.0589
2706,0.0585
2707,0.0583
2708,0.0581
2709,0.0582
2710,0.0583
2711,0.0587
2712,0.0586
2713,0.0586
2714,0.0585
2715,0.0584
2716,0.0581
2717,0.0918
2718,0.122
2719,0.1117
2720,0.1059
2721,0.1022
2722,0.1005
2723,0.1003
2724,0.0996
2725,0.0977
2726,0.097
2727,0.0957
2728,0.0949
2729,0.0945
2730,0.0943
2731,0.094
2732,0.0937
2733,0.1258
2734,0.1774
2735,0.1504
2736,0.1385
2737,0.1311
2738,0.1276
2739,0.1206
2740,0.12
2741,0.1211
2742,0.1226
2743,0.1389
2744,0.1437
2745,0.1565
2746,0.1636
2747,0.1682
2748,0.1716
2749,0.1783
2750,0.1799
2751,0.1786
2752,0.2129
2753,0.896
2754,0.7757
2755,0.1955
2756,0.1991
2757,0.2106
2758,0.2327
2759,0.2586
2760,0.2785
2761,0.3062
2762,0.3241
2763,0.3322
2764,0.3435
2765,0.3527
2766,0.3581
2767,0.3623
2768,0.3628
2769,0.3572
2770,0.3593
2771,0.3985
2772,0.4125
2773,0.4228
2774,0.4245
2775,0.4335
2776,0.447
2777,0.4515
2778,0.4553
2779,0.4448
2780,0.4492
2781,0.471
2782,0.4702
2783,0.4814
2784,0.4909
2785,0.4944
2786,0.489
2787,0.5037
2788,0.5027
2789,0.4528
2790,0.4246
2791,0.4183
2792,0.4362
2793,0.4977
2794,0.5167
2795,0.4716
2796,0.4709
2797,0.4906
2798,0.5325
2799,0.5644
2800,0.5701
2801,0.5668
2802,0.5738
2803,0.5921
2804,0.6029
2805,0.6142
2806,0.621
2807,0.6293
2808,0.6421
2809,0.6558
2810,0.6775
2811,0.6812
2812,0.6883
2813,0.7181
2814,0.755
2815,0.8129
2816,0.8034
2817,0.7272
2818,0.7301
2819,0.8082
2820,0.7233
2821,0.6473
2822,0.6528
2823,0.6777
2824,0.6872
2825,0.7053
2826,0.7299
2827,0.7189
2828,0.8032
2829,0.8138
2830,0.7982
2831,0.7502
2832,1.4066
2833,1.4075
2834,1.239
2835,1.3781
2836,1.3883
2837,1.3885
2838,1.2456
2839,1.4294
2840,1.4046
2841,1.2228
2842,1.4105
2843,1.4118
2844,1.3812
2845,1.3813
2846,1.3769
2847,1.3964
2848,1.4103
2849,1.3924
2850,1.3746
2851,1.3804
2852,1.3993
2853,1.3897
2854,1.3577
2855,1.3575
2856,1.3935
2857,1.3625
2858,1.3439
2859,1.3386
2860,1.3438
2861,1.3451
2862,1.2535
2863,0.9032
2864,0.9901
2865,1.0497
2866,1.0329
2867,0.9753
2868,0.975
2869,0.9501
2870,0.9359
2871,0.9519
2872,0.9565
2873,0.9838
2874,1.0002
2875,0.9929
2876,0.9829
2877,0.9991
2878,1.0359
2879,1.1403
2880,1.1851
2881,1.1279
2882,1.1613
2883,1.086
2884,1.1195
2885,1.2358
2886,1.2316
2887,1.2296
2888,1.2227
2889,1.229
2890,1.2276
2891,1.2301
2892,1.2288
2893,1.2301
2894,1.2299
2895,1.0167
2896,0.4534
2897,0.4022
2898,0.829
2899,1.1554
2900,1.1589
2901,0.8241
2902,0.7733
2903,1.1639
2904,1.1388
2905,1.1653
2906,1.2586
2907,1.1914
2908,1.1719
2909,1.1821
2910,1.2225
2911,1.2006
2912,0.7907
2913,0.9962
2914,0.8691
2915,0.8949
2916,0.899
2917,0.9052
2918,0.9081
2919,0.9548
2920,0.9545
2921,0.9394
2922,0.7704
2923,0.7176
2924,0.6913
2925,0.2855
2926,0.1946
2927,0.3367
2928,0.7776
2929,0.8016
2930,1.5943
2931,0.9699
2932,0.922
2933,0.6632
2934,0.9101
2935,0.6121
2936,0.3768
2937,0.3007
2938,0.2942
2939,1.1227
2940,0.5351
2941,1.3955
2942,0.7051
2943,0.9346
2944,0.8163
2945,0.9482
2946,0.1718
2947,0.1719
2948,0.1713
2949,0.1709
2950,0.1698
2951,0.1762
2952,0.2222
2953,0.4135
2954,0.5111
2955,0.7005
2956,1.1646
2957,1.6017
2958,0.9669
2959,1.2876
2960,1.7402
2961,1.7313
2962,1.1735
2963,0.4034
2964,0.9136
2965,1.5871
2966,1.5753
2967,1.5555
2968,1.4255
2969,1.136
2970,0.33
2971,0.3023
2972,0.2998
2973,0.2992
2974,0.2993
2975,0.3122
2976,0.3444
2977,0.307
2978,0.3018
2979,0.2873
2980,0.2659
2981,0.2518
2982,0.2512
2983,0.2496
2984,0.2481
2985,0.2461
2986,0.2449
2987,0.2443
2988,0.2427
2989,0.2421
2990,0.2376
2991,0.2368
2992,0.2241
2993,0.2359
2994,0.2353
2995,0.2343
2996,0.2627
2997,0.2633
2998,0.1881
2999,0.1435
3000,0.2636
3001,1.2374
3002,1.096
3003,0.6372
3004,1.4845
3005,1.1822
3006,0.52
3007,0.3668
3008,0.1417
3009,0.1406
3010,0.1391
3011,0.139
3012,0.1389
3013,0.1382
3014,0.1392
3015,0.1398
3016,0.1396
3017,0.1511
3018,0.1622
3019,0.8182
3020,0.8702
3021,0.931
3022,0.5749
3023,0.1413
3024,0.1238
3025,0.0725
3026,0.0921
3027,0.0983
3028,0.0978
3029,0.0716
3030,0.0417
3031,0.0395
3032,0.0819
3033,0.158
3034,0.2339
3035,0.2442
3036,0.2227
3037,0.2068
3038,0.1858
3039,0.1594
3040,0.13
3041,0.1018
3042,0.0681
3043,0.0631
3044,0.0632
3045,0.0642
3046,0.0689
3047,0.0361
3048,0.027
3049,0.0331
3050,0.0286
3051,0.0279
3052,0.0496
3053,0.1041
3054,0.2266
3055,0.7718
3056,0.9935
3057,0.82
3058,0.8036
3059,0.4852
3060,0.2059
3061,0.1252
3062,0.0989
3063,0.0728
3064,0.0372
3065,0.0308
3066,0.028
3067,0.0289
3068,0.0313
3069,0.0369
3070,0.0337
3071,0.0329
3072,0.0341
3073,0.044
3074,0.0514
3075,0.0521
3076,0.0473
3077,0.0375
3078,0.036
3079,0.0359
3080,0.0359
3081,0.0352
3082,0.0361
3083,0.0886
3084,0.1633
3085,0.0349
3086,0.0352
3087,0.0355
3088,0.0358
3089,0.035
3090,0.0347
3091,0.0914
3092,0.1031
3093,0.0954
3094,0.2037
3095,0.2377
3096,0.2313
3097,0.2259
3098,0.2219
3099,0.2192
3100,0.2166
3101,0.2185
3102,0.2167
3103,0.2168
3104,0.2288
3105,0.2417
3106,0.2655
3107,0.284
3108,0.2962
3109,0.3059
3110,0.3107
3111,0.3105
3112,0.3055
3113,0.3014
3114,0.2957
3115,0.293
3116,0.2892
3117,0.2861
3118,0.2832
3119,0.2824
3120,0.2814
3121,0.2783
3122,0.276
3123,0.2745
3124,0.2861
3125,0.2888
3126,0.2666
3127,0.2566
3128,0.2479
3129,0.2325
3130,0.23
3131,0.166
3132,0.0653
3133,0.0604
3134,0.0601
3135,0.0603
3136,0.0592
3137,0.0579
3138,0.0578
3139,0.0906
3140,0.5198
3141,0.2594
3142,0.182
3143,0.4921
3144,0.1715
3145,0.0564
3146,0.2165
3147,0.1057
3148,0.2184
3149,0.0646
3150,0.1121
3151,0.1453
3152,0.1158
3153,0.085
3154,0.0903
3155,0.092
3156,0.0967
3157,0.0855
3158,0.0825
3159,0.0874
3160,0.087
3161,0.1045
3162,0.1177
3163,0.1205
3164,0.1025
3165,0.098
3166,0.0922
3167,0.0833
3168,0.0831
3169,0.0831
3170,0.0829
3171,0.0826
3172,0.0732
3173,0.0732
3174,0.0728
3175,0.0722
3176,0.0715
3177,0.0721
3178,0.072
3179,0.0729
3180,0.0754
3181,0.0784
3182,0.0826
3183,0.0885
3184,0.0934
3185,0.0944
3186,0.0932
3187,0.0907
3188,0.0867
3189,0.082
3190,0.0757
3191,0.0674
3192,0.057
3193,0.0563
3194,0.0574
3195,0.0579
3196,0.0572
3197,0.0574
3198,0.057
3199,0.0575
3200,0.0548
3201,0.061
3202,0.0712
3203,0.0828
3204,0.089
3205,0.084
3206,0.0681
3207,0.0558
3208,0.0566
3209,0.057
3210,0.057
3211,0.0567
3212,0.0574
3213,0.0571
3214,0.0571
3215,0.0909
3216,0.2233
3217,0.2315
3218,0.2394
3219,0.2413
3220,0.2426
3221,0.2445
3222,0.2462
3223,0.246
3224,0.2459
3225,0.2464
3226,0.2474
3227,0.2477
3228,0.2486
3229,0.2498
3230,0.25
3231,0.2491
3232,0.2493
3233,0.2505
3234,0.2508
3235,0.2512
3236,0.2502
3237,0.2499
3238,0.2541
3239,0.2501
3240,0.2511
3241,0.2508
3242,0.2512
3243,0.2517
3244,0.2579
3245,0.2598
3246,0.2592
3247,0.2588
3248,0.2584
3249,0.2579
3250,0.2577
3251,0.2576
3252,0.2569
3253,0.1776
3254,0.1438
3255,0.145
3256,0.1451
3257,0.1451
3258,0.145
3259,0.1446
3260,0.145
3261,0.1446
3262,0.1451
3263,0.1451
3264,0.1449
3265,0.1451
3266,0.1456
3267,0.1454
3268,0.1448
3269,0.1448
3270,0.1452
3271,0.1454
3272,0.1456
3273,0.145
3274,0.1442
3275,0.1448
3276,0.1448
3277,0.145
3278,0.1451
3279,0.1456
3280,0.1455
3281,0.1451
3282,0.1455
3283,0.1452
3284,0.1451
3285,0.1451
3286,0.1451
3287,0.1452
3288,0.1447
3289,0.1454
3290,0.1454
3291,0.1455
3292,0.1456
3293,0.1454
3294,0.1454
3295,0.1455
3296,0.145
3297,0.1451
3298,0.1457
3299,0.1453
3300,0.1452
3301,0.1449
3302,0.1454
3303,0.1455
3304,0.1452
3305,0.1451
3306,0.1456
3307,0.1452
3308,0.1452
3309,0.1449
3310,0.1448
3311,0.1454
3312,0.1452
3313,0.1454
3314,0.145
3315,0.1454
3316,0.1453
3317,0.1453
3318,0.1457
3319,0.1455
3320,0.1453
3321,0.145
3322,0.1498
3323,0.1539
3324,0.1536
3325,0.154
3326,0.1541
3327,0.1544
3328,0.1542
3329,0.1542
3330,0.1541
3331,0.1542
3332,0.154
3333,0.1541
3334,0.1536
3335,0.1532
3336,0.154
3337,0.154
3338,0.1538
3339,0.1539
3340,0.3045
3341,0.2946
3342,0.2904
3343,0.2879
3344,0.287
3345,0.2859
3346,0.2849
3347,0.2845
3348,0.2839
3349,0.2836
3350,0.2828
3351,0.2821
3352,0.2819
3353,0.2814
3354,0.2817
3355,0.2809
3356,0.2807
3357,0.2799
3358,0.2791
3359,0.279
3360,0.2787
3361,0.2766
3362,0.2772
3363,0.2778
3364,0.2756
3365,0.2744
3366,0.2732
3367,0.2727
3368,0.2726
3369,0.2717
3370,0.2719
3371,0.271
3372,0.2703
3373,0.2707
3374,0.27
3375,0.2013
3376,0.1536
3377,0.1537
3378,0.1533
3379,0.154
3380,0.1858
3381,0.1912
3382,0.2055
3383,0.2051
3384,0.1763
3385,0.2337
3386,0.2566
3387,0.1829
3388,0.176
3389,0.1753
3390,0.1758
3391,0.1752
3392,0.1752
3393,0.1749
3394,0.1748
3395,0.1745
3396,0.1745
3397,0.1743
3398,0.1751
3399,0.1746
3400,0.1747
3401,0.1747
3402,0.175
3403,0.1747
3404,0.1744
3405,0.1749
3406,0.1747
3407,0.1743
3408,0.1747
3409,0.175
3410,0.1743
3411,0.175
3412,0.1745
3413,0.175
3414,0.1751
3415,0.1746
3416,0.1741
3417,0.1743
3418,0.1751
3419,0.1748
3420,0.1751
3421,0.175
3422,0.1751
3423,0.1877
3424,0.2901
3425,0.2286
3426,0.1544
3427,0.1723
3428,0.1801
3429,0.174
3430,0.1538
3431,0.1545
3432,0.1543
3433,0.154
3434,0.1537
3435,0.1537
3436,0.154
3437,0.1538
3438,0.1537
3439,0.1537
3440,0.1536
3441,0.1532
3442,0.1535
3443,0.1538
3444,0.1536
3445,0.1553
3446,0.1539
3447,0.1539
3448,0.1538
3449,0.1535
3450,0.154
3451,0.1537
3452,0.1542
3453,0.154
3454,0.1539
3455,0.1537
3456,0.1538
3457,0.1535
3458,0.153
3459,0.1535
3460,0.1536
3461,0.1537
3462,0.1536
3463,0.1532
3464,0.1531
3465,0.153
3466,0.1533
3467,0.1533
3468,0.1538
3469,0.1531
3470,0.1535
3471,0.1534
3472,0.1537
3473,0.1538
3474,0.1541
3475,0.3102
3476,0.2944
3477,0.2911
3478,0.2888
3479,0.2858
3480,0.2845
3481,0.2834
3482,0.2823
3483,0.2811
3484,0.2769
3485,0.2752
3486,0.2747
3487,0.2739
3488,0.2737
3489,0.2734
3490,0.2731
3491,0.2726
3492,0.2725
3493,0.2719
3494,0.2719
3495,0.2717
3496,0.271
3497,0.2693
3498,0.2676
3499,0.2674
3500,0.2662
3501,0.2661
3502,0.2653
3503,0.2648
3504,0.2644
3505,0.2636
3506,0.2641
3507,0.2634
3508,0.2628
3509,0.2046
3510,0.1463
3511,0.1465
3512,0.1468
3513,0.1467
3514,0.1469
3515,0.1471
3516,0.1467
3517,0.1472
3518,0.1468
3519,0.1468
3520,0.1468
3521,0.1467
3522,0.1466
3523,0.1469
3524,0.1468
3525,0.1466
3526,0.1461
3527,0.1463
3528,0.1471
3529,0.1464
3530,0.1464
3531,0.1465
3532,0.1461
3533,0.1457
3534,0.146
3535,0.1446
3536,0.1441
3537,0.1455
3538,0.148
3539,0.146
3540,0.1454
3541,0.1456
3542,0.1458
3543,0.1457
3544,0.1455
3545,0.1449
3546,0.145
3547,0.1418
3548,0.1449
3549,0.1446
3550,0.1448
3551,0.145
3552,0.145
3553,0.1427
3554,0.1448
3555,0.1449
3556,0.1445
3557,0.1447
3558,0.1446
3559,0.1447
3560,0.145
3561,0.1452
3562,0.1451
3563,0.1454
3564,0.1453
3565,0.1455
3566,0.1457
3567,0.1455
3568,0.1458
3569,0.1455
3570,0.1457
3571,0.1457
3572,0.1453
3573,0.1457
3574,0.1458
3575,0.1456
3576,0.1455
3577,0.1452
3578,0.1452
3579,0.1452
3580,0.1451
3581,0.1453
3582,0.1456
3583,0.1454
3584,0.1446
3585,0.1449
3586,0.1452
3587,0.1454
3588,0.1605
3589,0.1707
3590,0.171
3591,0.1704
3592,0.1702
3593,0.1703
3594,0.1508
3595,0.1457
3596,0.1456
3597,0.1452
3598,0.146
3599,0.1456
3600,0.1453
3601,0.1451
3602,0.1452
3603,0.1454
3604,0.1456
3605,0.1459
3606,0.1451
3607,0.1456
3608,0.1451
3609,0.2317
3610,0.2902
3611,0.2845
3612,0.282
3613,0.2794
3614,0.2787
3615,0.2781
3616,0.2774
3617,0.2766
3618,0.2756
3619,0.2944
3620,0.2994
3621,0.2985
3622,0.2983
3623,0.2862
3624,0.2846
3625,0.2965
3626,0.296
3627,0.2961
3628,0.2951
3629,0.2946
3630,0.2938
3631,0.2919
3632,0.2906
3633,0.2901
3634,0.268
3635,0.2652
3636,0.264
3637,0.2637
3638,0.2632
3639,0.2635
3640,0.2637
3641,0.263
3642,0.2624
3643,0.2621
3644,0.2124
3645,0.1451
3646,0.1452
3647,0.1454
3648,0.1453
3649,0.1456
3650,0.1643
3651,0.1704
3652,0.1522
3653,0.1447
3654,0.1446
3655,0.1451
3656,0.1447
3657,0.145
3658,0.1452
3659,0.1453
3660,0.1449
3661,0.1446
3662,0.1446
3663,0.1446
3664,0.1445
3665,0.1442
3666,0.1443
